,StimOff_LSTN,StimOn_LSTN,Rebound_LSTN,StimOff_RSTN,StimOn_RSTN,Rebound_RSTN
0,0.37728895374940435,0.5970557219137428,0.8589267511705483,0.20304157128307493,0.11761392036696369,0.22112624344618292
1,1.9119707083588577,2.370553000279978,3.930661590752531,0.8105026795774485,0.5445807057604448,1.333687172216738
2,2.513050671860536,1.9076789744137481,3.551067486085832,1.0675829548115452,0.7107602203944775,1.5744196618575044
3,1.677301827041188,1.264834411415462,2.196009743915489,0.6099421726984526,0.45927907088053516,0.9155195491454757
4,1.4027373554288183,0.8384508207735689,2.7216265969215114,0.23985958693449555,0.3091054587613607,0.7136441869312455
5,0.6451842891618781,0.5653865454380778,1.959476895116358,0.23288866456224758,0.14184807815568615,0.6075821107486377
6,0.3779856103588179,0.5837833714199271,0.5899158812988249,0.2068618213870998,0.1832721884704725,0.26754961759353807
7,0.39760879192694987,0.5579538849723993,0.5576100528369341,0.17724989502624355,0.17806098078730137,0.25356796415394106
8,0.41092200292957226,0.47978686510351476,0.5211084269754684,0.13575028019838417,0.18482966055586655,0.21638492190204178
9,0.36027643009707994,0.4102916268012746,0.8134344859213583,0.1739894189725505,0.12963888578853744,0.14844664153222575
10,0.3548301653253256,0.31089056383478303,0.43428437938953957,0.17568421286997565,0.12602609360963388,0.1753640315318665
11,0.27579919831675126,0.2520249113830791,0.41674988278086367,0.19289750671398967,0.1403280904537037,0.07790189991977806
12,0.282943392134135,0.23175554962411557,0.2287414680014571,0.1372964691660637,0.09099474878837774,0.11990528184761384
13,0.22478734548927248,0.19289143779549206,0.17618119103949187,0.11143996798553607,0.08303394740306777,0.158883641974427
14,0.24408451862975936,0.14372007141268514,0.2313435704810643,0.10673774539280774,0.09003831970640232,0.06018158082142788
15,0.23547451604805544,0.13027388776789206,0.23701752194033782,0.10482348116257355,0.07138479893350155,0.043723170063474856
16,0.18305924485730463,0.15615675375970436,0.20435869172757332,0.09575561064427954,0.06834548385174041,0.08216549890177041
17,0.15607119509080664,0.1360262961311664,0.17881635213017882,0.11634117478110421,0.06547673903059459,0.08447803730442704
18,0.11377644089282937,0.09328338750796174,0.17226524693693263,0.09116270576625381,0.06321613870178523,0.06786915561327482
19,0.1221618691972271,0.13287779874697206,0.18825409592588743,0.06865026011892884,0.06805220363261942,0.04414190705682045
20,0.17117165195356124,0.1645610465167765,0.21752694044568957,0.09997415975011288,0.04918495058659167,0.059681759536381815
21,0.18299712408476249,0.2299117294553561,0.1540616666894546,0.09034199822879772,0.04585908844123168,0.026950935541358845
22,0.22912766876297172,0.3098102685049611,0.15871852601932018,0.1155316423719043,0.06272063523299815,0.06524152425157378
23,0.3709218798910907,0.41488869711138854,0.20578166937504688,0.14512344924500928,0.08316743252628428,0.0902479930765482
24,0.5055329841192053,0.5822326264033334,0.16468190152057824,0.15970740864918306,0.09504190232997319,0.10235716891433037
25,0.4458349065528979,0.48913648311586877,0.11653876130747183,0.10517058307183932,0.0696133943982216,0.10212911021232554
26,0.33135082707762636,0.32038215615499305,0.1753037370760504,0.08834333229829865,0.054682894026237654,0.09566852265952923
27,0.29020227489841793,0.29838202129350966,0.23060170904316307,0.10125820241511313,0.05444042891459971,0.09150607720119033
28,0.19527761891817533,0.16707474931854105,0.1403723769897868,0.08576693887453697,0.061010462689195126,0.09319481059917244
29,0.13304522815295927,0.11637560215663223,0.10461354425604259,0.07949185675351601,0.05655193349882325,0.12416030614828347
30,0.09031609254870368,0.14319391318474514,0.10255111931389557,0.0861543866748539,0.044199743960773884,0.07835475122037969
31,0.10488324363226802,0.08060762411807088,0.10816907738704624,0.06700154222576186,0.052543186297344606,0.06093050132244231
32,0.1134626837523133,0.12211718874873553,0.14166464055771372,0.043745155540413715,0.03881389309830844,0.10011421504079562
33,0.09147071762331509,0.13380757088257372,0.16652306097149508,0.041974192086036616,0.033818201183534756,0.15123135484874495
34,0.11255329026305988,0.09657500975811985,0.1224394165910712,0.05565864973827514,0.029794142384725577,0.0658691396911218
35,0.10258483107233864,0.06374807196141279,0.11262448192759092,0.05143440861198842,0.03597322019716366,0.04860424688809547
36,0.059672755967925824,0.055477802946770315,0.14092864434047148,0.038598167051032514,0.03155991407903116,0.08221641351110962
37,0.05596904424021573,0.05283312510181383,0.09265407414734936,0.0494658211649489,0.026982566587183014,0.08487458413157245
38,0.05725442780572808,0.06286384880154104,0.048825259709222205,0.058516533742915496,0.029319978320967326,0.0803948924753853
39,0.0499133144157788,0.05862816945998071,0.04618633813212499,0.04205466461061268,0.031798649655017865,0.06295751527888836
40,0.062240157260385356,0.05727511814514262,0.056601155635869524,0.03721603563911434,0.0324529306979859,0.05871913214924305
41,0.05649488110391167,0.053919093477586756,0.058881646242430766,0.044541067897495915,0.030231751062220334,0.04835653035342026
42,0.04754258159787959,0.058200894605048986,0.08288797606515456,0.02854783440204743,0.023861662757205335,0.04471891713072708
43,0.049868741536022394,0.06277665875210875,0.05199592926667947,0.02837662902525995,0.022076008269723536,0.012174289444426865
44,0.03115758468824322,0.042952704389165784,0.03752065810743171,0.032127832242923884,0.025431838191131872,0.018694525913579077
45,0.05117351190158856,0.03146487123988652,0.044507784231074037,0.033641124163210384,0.018254764694217104,0.026855122590762677
46,0.0451368419764692,0.026938279832151673,0.030611900842475094,0.029440652764635214,0.020306339994480022,0.04567360222836918
47,0.024367140395962047,0.02714914749166032,0.01559064241219621,0.03359034303928592,0.0249758756786101,0.03138948649958591
48,0.03554795295984649,0.03256193080956409,0.040713479928323505,0.03469380045295588,0.02496049024588195,0.036852238068591565
49,0.032100768047751166,0.028365820496554346,0.032852359380553545,0.03080937558790545,0.02251356209290747,0.036336491346541835
50,0.027765457421488983,0.03033913438507279,0.02594488677924601,0.02731215924192125,0.020043953660149185,0.04380137728450369
51,0.027010457217895325,0.02601874006107485,0.03544750570371054,0.0181588189341248,0.022473082290763394,0.04358141203162817
52,0.02196246292405539,0.022121663329405954,0.02978349919080773,0.01704094770341044,0.025671023122571815,0.045072186401458096
53,0.033998217357273285,0.023987357472862143,0.037264451181533625,0.017881905119770645,0.026578946852672352,0.05320463529732503
54,0.03191002797551663,0.021974705336388144,0.029460158458466813,0.02247781853376616,0.027806235976200296,0.03618066487748018
55,0.030204165051629036,0.02244202944908413,0.010313478872991003,0.028215641454589106,0.019832438208844824,0.04637624677841985
56,0.02715471179388727,0.02274216110978814,0.014467961558863412,0.02194884191413465,0.018126105810062756,0.03336928693715552
57,0.024434347112743362,0.01927410021468027,0.02643433315018744,0.022685846523866394,0.019251499197587497,0.018931604809437088
58,0.022998860702248228,0.017300499340556438,0.035204248698940385,0.031082565435462565,0.02272587005801738,0.025827631073658062
59,0.022300288594433504,0.02389225966239588,0.03535881370863454,0.030055140394803573,0.021276201469782544,0.03681005038867867
60,0.024889800572685784,0.0251843651712871,0.0158702331182314,0.02828450442889627,0.0141304533072717,0.027554826966889524
61,0.02171421297440616,0.024402840114897104,0.011610423965236445,0.02404429157392984,0.01529487310179723,0.03390340285144964
62,0.01966134484306083,0.019274336540017988,0.0190670327103356,0.01783685035076227,0.01594003062094486,0.027328564901170988
63,0.022531813206488165,0.023980452542966033,0.01550156113601272,0.025471502143145763,0.014446873283174684,0.04227809868196148
64,0.02011259812088986,0.021498901150788934,0.013849887287214303,0.022624334355040333,0.21939434411578615,0.04683301631133094
65,0.019063359991122835,0.01601315121084964,0.01979962512366494,0.023496567350633366,0.678693963202362,0.03516133296011246
66,0.021489680060556994,0.01459170102910608,0.016224001469123943,0.023611463476416024,0.1349133131402671,0.03106389738026577
67,0.021859380538136904,0.022387322099223048,0.016332505777322766,0.025676488364254766,0.012972992144579705,0.04095055841440538
68,0.0181958057044322,0.02381412533191265,0.017287762190739495,0.023740632766765427,0.01425964795260812,0.026624882367643137
69,0.018465057111001815,0.016960166471589353,0.019282992720865248,0.0256048411607754,0.014106995316823074,0.016133472101869443
70,0.01669280047596777,0.01644651224302842,0.015051110221213077,0.02559478318689518,0.014202663593788904,0.02454639914474314
71,0.017008984213423332,0.017407339023848157,0.018535596419035592,0.024562605046453117,0.011995794333998016,0.021022750003978036
72,0.016245904888022984,0.018413822199883467,0.018246801408632746,0.028156422560010257,0.009411740802940945,0.0335689465119766
73,0.011057742480038461,0.01627742124014652,0.016998506008967143,0.027950625006613015,0.01207410340137901,0.04666458697402068
74,0.011800418077201206,0.014535222125556841,0.020035406876792106,0.042831327354034075,0.01068533018480442,0.10224863767010701
75,0.014341326466223934,0.014895947606686211,0.02624132580016158,0.11570651055717737,0.009487825623624203,0.23086718813362653
76,0.01534507661229343,0.010789847806892277,0.02745737476888908,0.295881461501183,0.016091373430984133,0.4784610832410362
77,0.018586760336081518,0.013015465671910888,0.04150420131782686,0.33868954267242674,0.014107298747938039,0.48368009443811333
78,0.015022131666983773,0.01521122345553872,0.05087647978562883,0.22198758230187438,0.01130262396991075,0.15913598253123257
79,0.022034835285215028,0.016599845563079956,0.020179622293153756,0.07661105593554642,0.009354540330291093,0.06312034217337645
80,0.024876923353184994,0.024983604466096297,0.016768809565332936,0.03343020926004563,0.009122019791222265,0.03788348015335357
81,0.026170028580475853,0.022987439184586178,0.025862020939769602,0.016356767140223362,0.007176276332111404,0.01305556865197691
82,0.013545415761575275,0.01193332569005703,0.01670557210897055,0.00881217461093663,0.010732669040347271,0.011639920357281513
83,0.012466393883669732,0.010477579179849853,0.020920995703459074,0.010989968697506918,0.013065358236109926,0.012649697790729456
84,0.012092660827242818,0.010772270783981104,0.015575336743459695,0.010517350671653863,0.011793026619737542,0.014006072091375086
85,0.014244453210713215,0.01269451020119251,0.0105545486892198,0.00936876582205087,0.007481827109498434,0.019873741955071293
86,0.011186650060602378,0.010873796408936891,0.011661438265987329,0.010128169002774625,0.005455491742695708,0.017440413992580395
87,0.012106382120824209,0.008441831752220054,0.008635116962664115,0.00980173588430704,0.007901092332176455,0.0061727574375427035
88,0.010223170208433099,0.008062428458442805,0.005747424253151277,0.008749250020933295,0.009765720222294622,0.004806758789050947
89,0.008009872298945656,0.010833351628641111,0.008493707174882119,0.008799412731891162,0.011097402076988545,0.009651218369708225
90,0.009100999410486012,0.009729626679228522,0.006033016038305949,0.006150850349624511,0.010811678982080875,0.010259858990033299
91,0.011321251393222157,0.007492883679551876,0.004528710141799641,0.006561740234715919,0.008232697578155737,0.007783271817799633
92,0.011082897984459751,0.008617161835004383,0.006080776237684547,0.00689225491502086,0.0070651513072968065,0.010034874296202648
93,0.008883284876274067,0.00956337200332141,0.016016522455165157,0.008470704632870167,0.007180429406431671,0.006895973427133842
94,0.010275117610677568,0.00654098390485138,0.014041221701698702,0.008623600195489136,0.007379483626489279,0.005158024158767821
95,0.009178662749647633,0.007523852821337786,0.012742113275886225,0.007663164194933139,0.005796580357539058,0.004928022057805162
96,0.006538158897586496,0.009725367432564216,0.009783315428579568,0.006773849546500969,0.00677509808973479,0.004688565928061098
97,0.009363656054842464,0.01101924886205575,0.010594285210048082,0.0067766262382594296,0.00818509915590045,0.006855728401191172
98,0.009291370326442039,0.010036009336734653,0.010241249898151918,0.0070528730844010125,0.009953929677834835,0.006878547170346026
99,0.007726683698673363,0.01056614369021387,0.009623839584420433,0.007899793869670293,0.009692829690451633,0.007372141713958312
100,0.0074157804875376356,0.008042878794723126,0.010113776720670747,0.007662763812213433,0.009093326139029209,0.00681339336203707
101,0.008282335510164366,0.007546968727860736,0.013251860021732936,0.007391594357218496,0.005007446569369716,0.006772833514748128
102,0.007414435326541809,0.008734627564854772,0.012413936068168452,0.005124697435843947,0.005788538412292674,0.006702905438907185
103,0.009341173577243027,0.007215634424844519,0.009750251251065392,0.005577931566838052,0.004746349632443801,0.00483527290553555
104,0.005857088884997225,0.00598942936106712,0.004925108224355096,0.005023735243167066,0.00607715327154114,0.0050267529378061684
105,0.004528151327445069,0.00494731560229058,0.0048956669932847825,0.004733463900908418,0.007306207401996778,0.0062339543786420855
106,0.005484201518038071,0.004019547604836027,0.003489849148818292,0.003036974961717972,0.004160923737587493,0.0040881742027917885
107,0.004796540839600517,0.0034785789167818904,0.002402812754778851,0.002432700602329203,0.004944196918758229,0.004008211482825947
108,0.002977786414296873,0.003520494967267446,0.005102187329843887,0.002402882596610677,0.002820132013784122,0.002567112577077813
109,0.0026214092008315366,0.0035181232622233066,0.005893940045786052,0.001729333215672024,0.0024987817278268607,0.0024876919095967306
110,0.003014193716703784,0.0023638414660711138,0.002365150071282134,0.0017267009271133723,0.002388195008547946,0.0013356803858938847
111,0.0031427048087796744,0.0018387155925193726,0.0017738914564572716,0.0013770170848612323,0.0013704366025549326,0.0013302586198443301
112,0.002301335491908185,0.001284352624175426,0.0008907315474676172,0.0010027585887444007,0.0011176940457556601,0.0007562097232952595
113,0.0015056370240249864,0.0008756142239783971,0.0008965513835107041,0.0009549877972970133,0.0012260211841120029,0.0005909177834646996
114,0.0007390453333779481,0.000986197751004496,0.0013699727133157174,0.0009977609252216164,0.0011897052075918943,0.0007043359198140875
115,0.0008248852637313103,0.0007279817869347595,0.0007254900702098291,0.0005627095135980722,0.0009127518430992485,0.0007056727564105935
116,0.0006333041299773235,0.0005533226936875782,0.0010773503561687047,0.0004423405838204951,0.0007942056973647811,0.0006105690160737164
117,0.000491459664945767,0.0005045754450627226,0.0009955185648806238,0.0004136536848333471,0.0007551670365705083,0.00041192969027481876
118,0.00047887474775409514,0.00038708619807082117,0.0004293111633132493,0.00030852650023056253,0.0019046017715230686,0.0004914083682378528
119,0.002269597821244467,0.0029748866982012316,0.00228540495352906,0.0004280788789110028,0.9555628595800344,0.0006594129933858706
120,0.012827656716064924,0.016830119295555297,0.011550406679838986,0.0015243663666316429,5.683760116977579,0.001752923724262034
121,0.0048509620467056345,0.006121926475728512,0.003813654255813189,0.0007031616195879094,2.0711196001691996,0.0007985347172605623
122,0.00020857133211858118,0.00019013345409874666,0.00020168666603826734,0.00011978839201996635,0.004962629961329326,0.00024618896947349833
123,0.0002104407371535679,0.00019679637676269754,0.00021149998748590742,0.00015845976353186703,0.0005825571656425698,0.00017433931133107613
124,0.0001804347187440396,0.0001608526915479024,0.00019561354734090125,0.00019595934998843507,0.00031963071419808864,0.00017018996259746154
125,8.21610707616482e-05,6.358606948654443e-05,9.536283679638052e-05,8.520907217624152e-05,0.0001840914996949703,6.561203601658412e-05
